UID          PID    PPID  C STIME TTY          TIME CMD
root         521       2  0 13:07 ?        00:00:01 [migration/84]
root         522       2  0 13:07 ?        00:00:00 [ksoftirqd/84]
root         524       2  0 13:07 ?        00:00:00 [kworker/84:0H-events_highpri]
root         525       2  0 13:07 ?        00:00:00 [cpuhp/85]
root         526       2  0 13:07 ?        00:00:00 [idle_inject/85]
root         527       2  0 13:07 ?        00:00:01 [migration/85]
root         528       2  0 13:07 ?        00:00:00 [ksoftirqd/85]
root         530       2  0 13:07 ?        00:00:00 [kworker/85:0H-events_highpri]
root         531       2  0 13:07 ?        00:00:00 [cpuhp/86]
root         532       2  0 13:07 ?        00:00:00 [idle_inject/86]
root         533       2  0 13:07 ?        00:00:01 [migration/86]
root         534       2  0 13:07 ?        00:00:00 [ksoftirqd/86]
root         536       2  0 13:07 ?        00:00:00 [kworker/86:0H-kblockd]
root         537       2  0 13:07 ?        00:00:00 [cpuhp/87]
root         538       2  0 13:07 ?        00:00:00 [idle_inject/87]
root         539       2  0 13:07 ?        00:00:01 [migration/87]
root         540       2  0 13:07 ?        00:00:00 [ksoftirqd/87]
root         542       2  0 13:07 ?        00:00:00 [kworker/87:0H-events_highpri]
root         543       2  0 13:07 ?        00:00:00 [cpuhp/88]
root         544       2  0 13:07 ?        00:00:00 [idle_inject/88]
root         545       2  0 13:07 ?        00:00:01 [migration/88]
root         546       2  0 13:07 ?        00:00:00 [ksoftirqd/88]
root         548       2  0 13:07 ?        00:00:00 [kworker/88:0H-events_highpri]
root         549       2  0 13:07 ?        00:00:00 [cpuhp/89]
root         550       2  0 13:07 ?        00:00:00 [idle_inject/89]
root         551       2  0 13:07 ?        00:00:01 [migration/89]
root         552       2  0 13:07 ?        00:00:00 [ksoftirqd/89]
root         554       2  0 13:07 ?        00:00:00 [kworker/89:0H-events_highpri]
root         555       2  0 13:07 ?        00:00:00 [cpuhp/90]
root         556       2  0 13:07 ?        00:00:00 [idle_inject/90]
root         557       2  0 13:07 ?        00:00:01 [migration/90]
root         558       2  0 13:07 ?        00:00:00 [ksoftirqd/90]
root         560       2  0 13:07 ?        00:00:00 [kworker/90:0H-events_highpri]
root         561       2  0 13:07 ?        00:00:00 [cpuhp/91]
root         562       2  0 13:07 ?        00:00:00 [idle_inject/91]
root         563       2  0 13:07 ?        00:00:01 [migration/91]
root         564       2  0 13:07 ?        00:00:00 [ksoftirqd/91]
root         566       2  0 13:07 ?        00:00:00 [kworker/91:0H-events_highpri]
root         567       2  0 13:07 ?        00:00:00 [cpuhp/92]
root         568       2  0 13:07 ?        00:00:00 [idle_inject/92]
root         569       2  0 13:07 ?        00:00:01 [migration/92]
root         570       2  0 13:07 ?        00:00:00 [ksoftirqd/92]
root         572       2  0 13:07 ?        00:00:00 [kworker/92:0H-events_highpri]
root         573       2  0 13:07 ?        00:00:00 [cpuhp/93]
root         574       2  0 13:07 ?        00:00:00 [idle_inject/93]
root         575       2  0 13:07 ?        00:00:01 [migration/93]
root         576       2  0 13:07 ?        00:00:00 [ksoftirqd/93]
root         578       2  0 13:07 ?        00:00:00 [kworker/93:0H-kblockd]
root         579       2  0 13:07 ?        00:00:00 [cpuhp/94]
root         580       2  0 13:07 ?        00:00:00 [idle_inject/94]
root         581       2  0 13:07 ?        00:00:01 [migration/94]
root         582       2  0 13:07 ?        00:00:00 [ksoftirqd/94]
root         584       2  0 13:07 ?        00:00:00 [kworker/94:0H-kblockd]
root         585       2  0 13:07 ?        00:00:00 [cpuhp/95]
root         586       2  0 13:07 ?        00:00:00 [idle_inject/95]
root         587       2  0 13:07 ?        00:00:01 [migration/95]
root         588       2  0 13:07 ?        00:00:00 [ksoftirqd/95]
root         590       2  0 13:07 ?        00:00:00 [kworker/95:0H-events_highpri]
root         591       2  0 13:07 ?        00:00:00 [kdevtmpfs]
root         592       2  0 13:07 ?        00:00:00 [inet_frag_wq]
root         593       2  0 13:07 ?        00:00:00 [kauditd]
root         597       2  0 13:07 ?        00:00:00 [khungtaskd]
root         598       2  0 13:07 ?        00:00:00 [oom_reaper]
root         599       2  0 13:07 ?        00:00:00 [writeback]
root         600       2  0 13:07 ?        00:02:23 [kcompactd0]
root         601       2  0 13:07 ?        00:00:01 [kcompactd1]
root         602       2  0 13:07 ?        00:00:00 [ksmd]
root         603       2  0 13:07 ?        00:00:00 [khugepaged]
root         650       2  0 13:07 ?        00:00:00 [kintegrityd]
root         651       2  0 13:07 ?        00:00:00 [kblockd]
root         652       2  0 13:07 ?        00:00:00 [blkcg_punt_bio]
root         653       2  0 13:07 ?        00:00:00 [tpm_dev_wq]
root         654       2  0 13:07 ?        00:00:00 [ata_sff]
root         655       2  0 13:07 ?        00:00:00 [md]
root         656       2  0 13:07 ?        00:00:00 [edac-poller]
root         657       2  0 13:07 ?        00:00:00 [devfreq_wq]
root         658       2  0 13:07 ?        00:00:00 [watchdogd]
root         661       2  0 13:07 ?        00:00:02 [kworker/0:1H-kblockd]
root         664       2  0 13:07 ?        00:00:46 [kswapd0]
root         665       2  0 13:07 ?        00:00:00 [kswapd1]
root         666       2  0 13:07 ?        00:00:00 [ecryptfs-kthrea]
root         668       2  0 13:07 ?        00:00:00 [kthrotld]
root         669       2  0 13:07 ?        00:00:00 [acpi_thermal_pm]
root         671       2  0 13:07 ?        00:00:00 [vfio-irqfd-clea]
root         673       2  0 13:07 ?        00:00:00 [mld]
root         674       2  0 13:07 ?        00:00:02 [kworker/3:1H-kblockd]
root         675       2  0 13:07 ?        00:00:00 [ipv6_addrconf]
root         688       2  0 13:07 ?        00:00:00 [kstrp]
root         744       2  0 13:07 ?        00:00:00 [zswap-shrink]
root         873       2  0 13:07 ?        00:00:00 [kworker/u195:0]
root         874       2  0 13:07 ?        00:00:00 [kworker/u196:0]
root         875       2  0 13:07 ?        00:00:00 [kworker/u197:0-xprtiod]
root         883       2  0 13:07 ?        00:00:00 [charger_manager]
root         906       2  0 13:07 ?        00:00:00 [kworker/95:1H-kblockd]
root         929       2  0 13:07 ?        00:00:00 [kworker/92:1H-kblockd]
root         938       2  0 13:07 ?        00:00:00 [nvme-wq]
root         939       2  0 13:07 ?        00:00:00 [nvme-reset-wq]
root         940       2  0 13:07 ?        00:00:00 [nvme-delete-wq]
root         944       2  0 13:07 ?        00:00:00 [scsi_eh_0]
root         945       2  0 13:07 ?        00:00:00 [scsi_tmf_0]
root         946       2  0 13:07 ?        00:00:00 [scsi_eh_1]
root         947       2  0 13:07 ?        00:00:00 [scsi_tmf_1]
root         948       2  0 13:07 ?        00:00:00 [scsi_eh_2]
root         949       2  0 13:07 ?        00:00:00 [scsi_tmf_2]
root         978       2  0 13:07 ?        00:00:00 [kworker/88:1H-kblockd]
root         980       2  0 13:07 ?        00:00:00 [scsi_eh_3]
root         981       2  0 13:07 ?        00:00:00 [scsi_tmf_3]
root         982       2  0 13:07 ?        00:00:00 [scsi_eh_4]
root         983       2  0 13:07 ?        00:00:00 [scsi_tmf_4]
root         984       2  0 13:07 ?        00:00:00 [scsi_eh_5]
root         985       2  0 13:07 ?        00:00:00 [scsi_tmf_5]
root         986       2  0 13:07 ?        00:00:00 [scsi_eh_6]
root         987       2  0 13:07 ?        00:00:00 [scsi_tmf_6]
root         988       2  0 13:07 ?        00:00:00 [scsi_eh_7]
root         989       2  0 13:07 ?        00:00:00 [scsi_tmf_7]
root         990       2  0 13:07 ?        00:00:00 [scsi_eh_8]
root         991       2  0 13:07 ?        00:00:00 [scsi_tmf_8]
root         992       2  0 13:07 ?        00:00:00 [scsi_eh_9]
root         993       2  0 13:07 ?        00:00:00 [scsi_tmf_9]
root         994       2  0 13:07 ?        00:00:00 [scsi_eh_10]
root         995       2  0 13:07 ?        00:00:00 [scsi_tmf_10]
root        1001       2  0 13:07 ?        00:00:00 [kworker/42:1H-kblockd]
root        1003       2  0 13:07 ?        00:00:00 [poll_megasas0_s]
root        1004       2  0 13:07 ?        00:00:01 [kworker/10:1H-kblockd]
root        1008       2  0 13:07 ?        00:00:01 [kworker/62:1H-kblockd]
root        1009       2  0 13:07 ?        00:00:00 [kworker/73:1H-kblockd]
root        1010       2  0 13:07 ?        00:00:00 [kworker/84:1H-kblockd]
root        1011       2  0 13:07 ?        00:00:01 [kworker/7:1H-kblockd]
root        1013       2  0 13:07 ?        00:00:00 [kworker/27:1H-kblockd]
root        1043       2  0 13:07 ?        00:00:00 [jbd2/nvme0n1p4-]
root        1044       2  0 13:07 ?        00:00:00 [ext4-rsv-conver]
root        1049       2  0 13:07 ?        00:00:00 [kworker/28:1H-kblockd]
root        1058       2  0 13:07 ?        00:00:00 [kworker/47:1H-kblockd]
root        1084       2  0 13:07 ?        00:00:00 [kworker/89:1H-kblockd]
root        1085       2  0 13:07 ?        00:00:00 [kworker/36:1H-kblockd]
root        1096       1  0 13:07 ?        00:00:39 /lib/systemd/systemd-journald
root        1111       2  0 13:07 ?        00:00:00 [kworker/39:1H-kblockd]
root        1119       2  0 13:07 ?        00:00:00 [rpciod]
root        1120       2  0 13:07 ?        00:00:00 [xprtiod]
root        1125       2  0 13:07 ?        00:00:00 [kworker/35:1H-kblockd]
root        1131       2  0 13:07 ?        00:00:00 [kworker/26:1H-kblockd]
root        1133       2  0 13:07 ?        00:00:00 [kworker/32:1H-kblockd]
root        1135       2  0 13:07 ?        00:00:00 [kworker/37:1H-kblockd]
root        1148       2  0 13:07 ?        00:00:00 [kworker/93:1H-kblockd]
root        1158       1  0 13:07 ?        00:00:00 /lib/systemd/systemd-udevd
root        1159       2  0 13:07 ?        00:00:00 [kworker/38:1H-kblockd]
root        1163       2  0 13:07 ?        00:00:00 [kworker/40:1H-kblockd]
root        1164       2  0 13:07 ?        00:00:00 [kworker/91:1H-kblockd]
root        1181       2  0 13:07 ?        00:00:00 [kworker/24:1H-kblockd]
root        1233       2  0 13:07 ?        00:00:00 [kworker/87:1H-kblockd]
root        1234       2  0 13:07 ?        00:00:00 [kworker/30:1H-kblockd]
root        1235       2  0 13:07 ?        00:00:00 [kworker/70:1H-kblockd]
root        1306       2  0 13:07 ?        00:00:00 [ipmi-msghandler]
root        1309       2  0 13:07 ?        00:00:00 [kworker/69:1H-kblockd]
root        1310       2  0 13:07 ?        00:00:00 [kworker/85:1H-kblockd]
root        1314       2  0 13:07 ?        00:00:01 [kworker/4:1H-kblockd]
root        1315       2  0 13:07 ?        00:00:00 [kworker/78:1H-kblockd]
root        1316       2  0 13:07 ?        00:00:01 [kworker/13:1H-kblockd]
root        1318       2  0 13:07 ?        00:00:00 [kworker/81:1H-kblockd]
root        1320       2  0 13:07 ?        00:00:00 [kworker/46:1H-kblockd]
root        1325       2  0 13:07 ?        00:00:00 [kworker/56:1H-kblockd]
root        1361       2  0 13:07 ?        00:00:00 [kworker/52:1H-kblockd]
root        1365       2  0 13:07 ?        00:00:00 [kworker/45:1H-kblockd]
root        1369       2  0 13:07 ?        00:00:00 [kworker/90:1H-kblockd]
root        1372       2  0 13:07 ?        00:00:00 [cryptd]
root        1398       2  0 13:07 ?        00:00:00 [kworker/18:1H-kblockd]
root        1404       2  0 13:07 ?        00:00:00 [kworker/68:1H-kblockd]
root        1415       2  0 13:07 ?        00:00:00 [kworker/6:1H-kblockd]
root        1431       2  0 13:07 ?        00:00:00 [kworker/12:1H-kblockd]
root        1438       2  0 13:07 ?        00:00:00 [kworker/82:1H-kblockd]
root        1444       2  0 13:07 ?        00:00:01 [kworker/14:1H-kblockd]
root        1445       2  0 13:07 ?        00:00:01 [kworker/53:1H-kblockd]
root        1449       2  0 13:07 ?        00:00:00 [kworker/8:1H-kblockd]
root        1455       2  0 13:07 ?        00:00:01 [kworker/11:1H-kblockd]
root        1464       2  0 13:07 ?        00:00:00 [kworker/57:1H-kblockd]
root        1466       2  0 13:07 ?        00:00:00 [kipmi0]
root        1467       2  0 13:07 ?        00:00:00 [nfit]
root        1471       2  0 13:07 ?        00:00:00 [kworker/21:1H-kblockd]
root        1474       2  0 13:07 ?        00:00:02 [kworker/16:1H-kblockd]
root        1476       2  0 13:07 ?        00:00:01 [kworker/63:1H-kblockd]
root        1477       2  0 13:07 ?        00:00:00 [kworker/15:1H-kblockd]
root        1478       2  0 13:07 ?        00:00:05 [jbd2/sda1-8]
root        1479       2  0 13:07 ?        00:00:00 [ext4-rsv-conver]
root        1546       2  0 13:07 ?        00:00:00 [kworker/66:1H-kblockd]
root        1547       2  0 13:07 ?        00:00:00 [kworker/59:1H-kblockd]
_rpc        1549       1  0 13:07 ?        00:00:00 /sbin/rpcbind -f -w
systemd+    1550       1  0 13:07 ?        00:00:27 /lib/systemd/systemd-oomd
systemd+    1551       1  0 13:07 ?        00:00:02 /lib/systemd/systemd-resolved
root        1552       2  0 13:07 ?        00:00:00 [kworker/19:1H-kblockd]
systemd+    1553       1  0 13:07 ?        00:00:01 /lib/systemd/systemd-timesyncd
root        1555       2  0 13:07 ?        00:00:01 [kworker/58:1H-kblockd]
root        1559       1  0 13:07 ?        00:00:00 /usr/sbin/blkmapd
root        1560       1  0 13:07 ?        00:00:00 /usr/sbin/rpc.idmapd
root        1561       1  0 13:07 ?        00:00:00 /usr/sbin/nfsdcld
root        1565       1  0 13:07 ?        00:00:04 /usr/libexec/accounts-daemon
root        1566       1  0 13:07 ?        00:00:00 /usr/sbin/acpid
avahi       1569       1  0 13:07 ?        00:00:01 avahi-daemon: running [s2lab03.local]
root        1570       1  0 13:07 ?        00:00:00 /usr/sbin/cron -f -P
message+    1572       1  0 13:07 ?        00:00:00 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root        1573       1  0 13:07 ?        00:00:10 /usr/sbin/NetworkManager --no-daemon
root        1579       1  0 13:07 ?        00:00:12 /usr/sbin/irqbalance --foreground
root        1582       1  0 13:07 ?        00:00:00 /usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers
root        1584       1  0 13:07 ?        00:00:02 /usr/libexec/polkitd --no-debug
root        1585       1  0 13:07 ?        00:00:00 /usr/libexec/power-profiles-daemon
syslog      1587       1  0 13:07 ?        00:00:07 /usr/sbin/rsyslogd -n -iNONE
root        1590       1  0 13:07 ?        00:02:03 /usr/lib/snapd/snapd
root        1593       1  0 13:07 ?        00:00:00 /usr/libexec/switcheroo-control
root        1597       1  0 13:07 ?        00:00:00 /lib/systemd/systemd-logind
root        1600       1  0 13:07 ?        00:00:00 /usr/libexec/udisks2/udisksd
root        1601       1  0 13:07 ?        00:00:00 /sbin/wpa_supplicant -u -s -O /run/wpa_supplicant
root        1604       2  0 13:07 ?        00:00:01 [kworker/22:1H-kblockd]
avahi       1608    1569  0 13:07 ?        00:00:00 avahi-daemon: chroot helper
root        1641       1  0 13:07 ?        00:00:00 /usr/sbin/ModemManager
root        1656       1  0 13:07 ?        00:00:00 /usr/sbin/cupsd -l
root        1663       2  0 13:07 ?        00:00:00 [kworker/65:1H-kblockd]
root        1669       2  0 13:07 ?        00:00:00 [kworker/9:1H-kblockd]
root        1670       2  0 13:07 ?        00:00:01 [kworker/5:1H-kblockd]
root        1671       2  0 13:07 ?        00:00:01 [kworker/64:1H-kblockd]
root        1672       1  0 13:07 ?        00:01:16 /usr/bin/containerd
root        1679       1  0 13:07 ?        00:00:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root        1680       1  0 13:07 ?        00:00:00 sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
root        1691       2  0 13:07 ?        00:00:00 [kworker/67:1H-kblockd]
root        1692       2  0 13:07 ?        00:00:00 [kworker/48:1H-kblockd]
root        1693       2  0 13:07 ?        00:00:01 [kworker/50:1H-kblockd]
root        1705       2  0 13:07 ?        00:00:02 [kworker/1:1H-kblockd]
root        1722       2  0 13:07 ?        00:00:03 [kworker/2:1H-kblockd]
root        1731       1  0 13:07 ?        00:00:00 /usr/sbin/gdm3
root        1743    1731  0 13:07 ?        00:00:00 gdm-session-worker [pam/gdm-autologin]
s2lab-03    1769       1  0 13:07 ?        00:00:00 /lib/systemd/systemd --user
root        1770       2  0 13:07 ?        00:00:00 [kworker/71:1H-kblockd]
s2lab-03    1771    1769  0 13:07 ?        00:00:00 (sd-pam)
s2lab-03    1777    1769  0 13:07 ?        00:00:00 /usr/bin/pipewire
s2lab-03    1778    1769  0 13:07 ?        00:00:04 /usr/bin/pipewire-media-session
s2lab-03    1779    1769  0 13:07 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
rtkit       1782       1  0 13:07 ?        00:00:00 /usr/libexec/rtkit-daemon
s2lab-03    1787       1  0 13:07 ?        00:00:00 /usr/bin/gnome-keyring-daemon --daemonize --login
s2lab-03    1790    1769  0 13:07 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
root        1819       2  0 13:07 ?        00:00:01 [kworker/61:1H-kblockd]
s2lab-03    1821    1769  0 13:07 ?        00:00:00 /usr/libexec/gvfsd
s2lab-03    1826    1769  0 13:07 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
root        1831       2  0 13:07 ?        00:00:00 [kworker/44:1H-kblockd]
root        1840       2  0 13:07 ?        00:00:00 [kworker/54:1H-kblockd]
root        1845       2  0 13:07 ?        00:00:00 [kworker/55:1H-kblockd]
s2lab-03    1850    1769  0 13:07 ?        00:00:00 /usr/libexec/tracker-miner-fs-3
root        1857       2  0 13:07 ?        00:00:01 [kworker/49:1H-kblockd]
s2lab-03    1885    1769  0 13:07 ?        00:00:00 /usr/libexec/gvfs-udisks2-volume-monitor
s2lab-03    1890    1769  0 13:07 ?        00:00:00 /usr/libexec/gvfs-gphoto2-volume-monitor
s2lab-03    1894    1769  0 13:07 ?        00:00:00 /usr/libexec/gvfs-goa-volume-monitor
s2lab-03    1898    1769  0 13:07 ?        00:00:00 /usr/libexec/goa-daemon
s2lab-03    1909    1769  0 13:07 ?        00:00:00 /usr/libexec/goa-identity-service
s2lab-03    1915    1769  0 13:07 ?        00:00:00 /usr/libexec/gvfs-mtp-volume-monitor
s2lab-03    1928    1769  0 13:07 ?        00:00:00 /usr/libexec/gvfs-afc-volume-monitor
root        1934       1  0 13:07 ?        00:00:00 /usr/libexec/upowerd
root        1987       2  0 13:07 ?        00:00:00 [kworker/77:1H-kblockd]
s2lab-03    1988    1769  0 13:07 ?        00:00:00 /usr/libexec/xdg-document-portal
s2lab-03    1991    1769  0 13:07 ?        00:00:00 /usr/libexec/xdg-permission-store
root        1997    1988  0 13:07 ?        00:00:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
root        2010       2  0 13:07 ?        00:00:00 [kworker/17:1H-kblockd]
s2lab-03    2029    1743  0 13:07 tty2     00:00:00 /usr/libexec/gdm-x-session --run-script env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
s2lab-03    2031    2029  0 13:07 tty2     00:00:07 /usr/lib/xorg/Xorg vt2 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -nolisten tcp -background none -noreset -keeptty -novtswitch -verbose 3
root        2033       2  0 13:07 ?        00:00:00 [kworker/76:1H-kblockd]
root        2034       2  0 13:07 ?        00:00:00 [kworker/94:1H-kblockd]
root        2035       2  0 13:07 ?        00:00:00 [kworker/31:1H-kblockd]
root        2036       2  0 13:07 ?        00:00:00 [kworker/43:1H-kblockd]
s2lab-03    2094    2029  0 13:07 tty2     00:00:00 /usr/libexec/gnome-session-binary --session=ubuntu
s2lab-03    2183    1769  0 13:07 ?        00:00:00 /usr/libexec/at-spi-bus-launcher
s2lab-03    2192    2183  0 13:07 ?        00:00:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus_0
s2lab-03    2268    1769  0 13:07 ?        00:00:00 /usr/libexec/gnome-session-ctl --monitor
s2lab-03    2282    1769  0 13:07 ?        00:00:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
s2lab-03    2300    1769  1 13:07 ?        00:04:33 /usr/bin/gnome-shell
root        2306       2  0 13:07 ?        00:00:00 [kworker/51:1H-kblockd]
s2lab-03    2355    1769  0 13:07 ?        00:00:00 /usr/libexec/gnome-shell-calendar-server
s2lab-03    2363    1769  0 13:07 ?        00:00:00 /usr/libexec/evolution-source-registry
s2lab-03    2371    1769  0 13:07 ?        00:00:00 /usr/libexec/evolution-calendar-factory
s2lab-03    2386    1769  0 13:07 ?        00:00:00 /usr/libexec/dconf-service
root        2387       1  0 13:07 ?        00:00:00 /usr/libexec/packagekitd
s2lab-03    2388    1769  0 13:07 ?        00:00:00 /usr/libexec/evolution-addressbook-factory
s2lab-03    2407    1821  0 13:07 ?        00:00:00 /usr/libexec/gvfsd-trash --spawner :1.4 /org/gtk/gvfs/exec_spaw/0
s2lab-03    2417    1769  0 13:07 ?        00:00:00 /usr/bin/gjs /usr/share/gnome-shell/org.gnome.Shell.Notifications
s2lab-03    2419    1769  0 13:07 ?        00:00:00 /usr/libexec/at-spi2-registryd --use-gnome-session
s2lab-03    2434    1769  0 13:07 ?        00:00:00 sh -c /usr/bin/ibus-daemon --panel disable $([ "$XDG_SESSION_TYPE" = "x11" ] && echo "--xim")
s2lab-03    2436    1769  0 13:07 ?        00:00:00 /usr/libexec/gsd-a11y-settings
s2lab-03    2438    2434  0 13:07 ?        00:00:00 /usr/bin/ibus-daemon --panel disable --xim
s2lab-03    2441    1769  0 13:07 ?        00:00:00 /usr/libexec/gsd-color
s2lab-03    2447    1769  0 13:07 ?        00:00:00 /usr/libexec/gsd-datetime
s2lab-03    2448    1769  0 13:07 ?        00:00:00 /usr/libexec/gsd-housekeeping
s2lab-03    2450    1769  0 13:07 ?        00:00:00 /usr/libexec/gsd-keyboard
s2lab-03    2451    1769  0 13:07 ?        00:00:00 /usr/libexec/gsd-media-keys
s2lab-03    2453    1769  0 13:07 ?        00:00:00 /usr/libexec/gsd-power
s2lab-03    2458    1769  0 13:07 ?        00:00:00 /usr/libexec/gsd-print-notifications
s2lab-03    2460    1769  0 13:07 ?        00:00:00 /usr/libexec/gsd-rfkill
s2lab-03    2461    1769  0 13:07 ?        00:00:00 /usr/libexec/gsd-screensaver-proxy
s2lab-03    2465    1769  0 13:07 ?        00:00:00 /usr/libexec/gsd-sharing
s2lab-03    2474    1769  0 13:07 ?        00:00:00 /usr/libexec/gsd-smartcard
s2lab-03    2476    1769  0 13:07 ?        00:00:00 /usr/libexec/gsd-sound
s2lab-03    2481    1769  0 13:07 ?        00:00:00 /usr/libexec/gsd-wacom
s2lab-03    2482    1769  0 13:07 ?        00:00:00 /usr/libexec/gsd-xsettings
s2lab-03    2506    2282  0 13:07 ?        00:00:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
s2lab-03    2509    2282  0 13:07 ?        00:00:00 /usr/libexec/gsd-disk-utility-notify
s2lab-03    2598    2438  0 13:07 ?        00:00:00 /usr/libexec/ibus-dconf
s2lab-03    2601    2438  0 13:07 ?        00:00:00 /usr/libexec/ibus-extension-gtk3
s2lab-03    2604    1769  0 13:07 ?        00:00:00 /usr/libexec/ibus-x11 --kill-daemon
s2lab-03    2610    1769  0 13:07 ?        00:00:00 /usr/libexec/ibus-portal
colord      2623       1  0 13:07 ?        00:00:00 /usr/libexec/colord
s2lab-03    2624    1769  0 13:07 ?        00:00:00 /usr/libexec/xdg-desktop-portal
root        2632       2  0 13:07 ?        00:00:00 [kworker/20:1H-kblockd]
s2lab-03    2652    1769  0 13:07 ?        00:00:00 /usr/bin/gjs /usr/share/gnome-shell/org.gnome.ScreenSaver
s2lab-03    2678    2438  0 13:07 ?        00:00:00 /usr/libexec/ibus-engine-simple
s2lab-03    2683    1769  0 13:07 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gnome
s2lab-03    2689    1769  0 13:07 ?        00:00:00 /usr/libexec/gsd-printer
s2lab-03    2748    1769  0 13:07 ?        00:00:00 /usr/libexec/xdg-desktop-portal-gtk
s2lab-03    2779    1769  0 13:07 ?        00:00:00 /snap/snapd-desktop-integration/49/usr/bin/snapd-desktop-integration
s2lab-03    2816    2300  0 13:07 ?        00:00:00 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com -M 0 -D 0:0:1024:768:1:27:0:74:0:0
s2lab-03    2871    2779  0 13:07 ?        00:00:00 /snap/snapd-desktop-integration/49/usr/bin/snapd-desktop-integration
s2lab-03    2884    1769  0 13:07 ?        00:00:00 /usr/libexec/gvfsd-metadata
root        2897       2  0 13:07 ?        00:00:00 [kworker/33:1H-kblockd]
root        2898       1  0 13:07 ?        00:00:00 /usr/sbin/cups-browsed
root        2899       1  0 13:07 ?        00:00:13 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
statd       2904       1  0 13:07 ?        00:00:00 /sbin/rpc.statd
root        2905       1  0 13:07 ?        00:00:00 /usr/sbin/rpc.mountd
kernoops    2907       1  0 13:07 ?        00:00:00 /usr/sbin/kerneloops --test
kernoops    2912       1  0 13:07 ?        00:00:00 /usr/sbin/kerneloops
root        2921       2  0 13:07 ?        00:00:00 [kworker/u197:1]
root        2922       2  0 13:07 ?        00:00:00 [lockd]
root        2923       2  0 13:07 ?        00:00:00 [kworker/83:1H-kblockd]
root        2938       2  0 13:07 ?        00:00:00 [nfsd]
root        2939       2  0 13:07 ?        00:00:00 [nfsd]
root        2940       2  0 13:07 ?        00:00:00 [nfsd]
root        2941       2  0 13:07 ?        00:00:00 [nfsd]
root        2942       2  0 13:07 ?        00:00:00 [nfsd]
root        2943       2  0 13:07 ?        00:00:00 [nfsd]
root        2944       2  0 13:07 ?        00:00:00 [nfsd]
root        2945       2  0 13:07 ?        00:00:00 [nfsd]
lp          3012    1656  0 13:08 ?        00:00:00 /usr/lib/cups/notifier/dbus dbus://
lp          3013    1656  0 13:08 ?        00:00:00 /usr/lib/cups/notifier/dbus dbus://
root        3134       2  0 13:08 ?        00:00:00 [kworker/60:1H-kblockd]
root        3137       2  0 13:08 ?        00:00:00 [kworker/23:1H-kblockd]
s2lab-03    4868    2282  0 13:08 ?        00:00:00 update-notifier
root       14262       2  0 13:14 ?        00:00:00 [kworker/25:1H-kblockd]
root       22837       2  0 13:18 ?        00:00:00 [kworker/72:1H-kblockd]
jsy01      59038       1  0 13:38 ?        00:00:23 /lib/systemd/systemd --user
jsy01      59039   59038  0 13:38 ?        00:00:00 (sd-pam)
jsy01      59045   59038  0 13:38 ?        00:00:00 /usr/bin/pipewire
jsy01      59046   59038  0 13:38 ?        00:00:04 /usr/bin/pipewire-media-session
jsy01      59047   59038  0 13:38 ?        00:00:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
jsy01      59070   59038  0 13:38 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
jsy01      59083   59038  0 13:38 ?        00:00:00 /usr/libexec/gvfsd
jsy01      59102   59038  0 13:38 ?        00:00:00 /usr/libexec/gvfsd-fuse /run/user/1006/gvfs -f
jsy01      59130   59038  0 13:38 ?        00:00:00 /usr/libexec/xdg-document-portal
jsy01      59133   59038  0 13:38 ?        00:00:00 /usr/libexec/xdg-permission-store
root       59141   59130  0 13:38 ?        00:00:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1006/doc
jsy01      59162   59038  0 13:38 ?        00:00:00 /usr/libexec/tracker-miner-fs-3
